6 35 38 77 55 65 42 29 54 15 35 -41 -52 -44 -36 -116 977021
35 38 77 55 65 42 29 54 15 35 -41 -52 -44 -36 -116 -60 524682
38 77 55 65 42 29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -110026
77 55 65 42 29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -621981
55 65 42 29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -1153002
65 42 29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -1349118
42 29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -1634092
29 54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 -1774919
54 15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 -1597354
15 35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 -1556189
35 -41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 66 -1105489
-41 -52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 66 47 -496255
-52 -44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 66 47 51 -150642
-44 -36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 66 47 51 7 426993
-36 -116 -60 -28 -19 -14 -10 -5 -6 38 58 66 47 51 7 25 814030
-116 -60 -28 -19 -14 -10 -5 -6 38 58 66 47 51 7 25 5 1343629
-60 -28 -19 -14 -10 -5 -6 38 58 66 47 51 7 25 5 -6 1476455
-28 -19 -14 -10 -5 -6 38 58 66 47 51 7 25 5 -6 -30 1526093
-19 -14 -10 -5 -6 38 58 66 47 51 7 25 5 -6 -30 -32 1625824
-14 -10 -5 -6 38 58 66 47 51 7 25 5 -6 -30 -32 -79 1449775
-10 -5 -6 38 58 66 47 51 7 25 5 -6 -30 -32 -79 -51 1159930
-5 -6 38 58 66 47 51 7 25 5 -6 -30 -32 -79 -51 -64 823902
-6 38 58 66 47 51 7 25 5 -6 -30 -32 -79 -51 -64 -63 219507
38 58 66 47 51 7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 -386702
58 66 47 51 7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -1166839
66 47 51 7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 -1398132
47 51 7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 8 -1698090
51 7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 8 34 -1674858
7 25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 8 34 35 -1631237
25 5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 8 34 35 48 -1582012
5 -6 -30 -32 -79 -51 -64 -63 -8 7 -7 8 34 35 48 52 -846894
