-16 55 20 42 41 92 81 53 68 -22 23 -19 -59 -55 -68 -65 970968
55 20 42 41 92 81 53 68 -22 23 -19 -59 -55 -68 -65 -42 525016
20 42 41 92 81 53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 180468
42 41 92 81 53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -473808
41 92 81 53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 -1037578
92 81 53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 -1383526
81 53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 -1794412
53 68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 50 -1689272
68 -22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 50 55 -1520457
-22 23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 50 55 9 -1396885
23 -19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 50 55 9 53 -815508
-19 -59 -55 -68 -65 -42 -57 -21 -42 3 18 50 55 9 53 50 -503021
-59 -55 -68 -65 -42 -57 -21 -42 3 18 50 55 9 53 50 22 247897
-55 -68 -65 -42 -57 -21 -42 3 18 50 55 9 53 50 22 39 602404
-68 -65 -42 -57 -21 -42 3 18 50 55 9 53 50 22 39 13 894089
-65 -42 -57 -21 -42 3 18 50 55 9 53 50 22 39 13 11 1442437
-42 -57 -21 -42 3 18 50 55 9 53 50 22 39 13 11 -29 1542444
-57 -21 -42 3 18 50 55 9 53 50 22 39 13 11 -29 -21 1586540
-21 -42 3 18 50 55 9 53 50 22 39 13 11 -29 -21 -58 1582586
-42 3 18 50 55 9 53 50 22 39 13 11 -29 -21 -58 -31 1280968
3 18 50 55 9 53 50 22 39 13 11 -29 -21 -58 -31 -28 971720
18 50 55 9 53 50 22 39 13 11 -29 -21 -58 -31 -28 -78 327779
50 55 9 53 50 22 39 13 11 -29 -21 -58 -31 -28 -78 -64 38891
55 9 53 50 22 39 13 11 -29 -21 -58 -31 -28 -78 -64 -42 -129763
9 53 50 22 39 13 11 -29 -21 -58 -31 -28 -78 -64 -42 -43 -819302
53 50 22 39 13 11 -29 -21 -58 -31 -28 -78 -64 -42 -43 -13 -1313447
