-2 40 38 38 81 58 41 95 38 18 -26 -23 -23 -51 -94 -73 8011
40 38 38 81 58 41 95 38 18 -26 -23 -23 -51 -94 -73 -68 3567
38 38 81 58 41 95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -518
38 81 58 41 95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 -4749
81 58 41 95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 -9254
58 41 95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 -12418
41 95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 34 -12896
95 38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 34 19 -13427
38 18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 34 19 59 -12510
18 -26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 34 19 59 64 -10229
-26 -23 -23 -51 -94 -73 -68 -62 -15 4 33 34 19 59 64 49 -5853
-23 -23 -51 -94 -73 -68 -62 -15 4 33 34 19 59 64 49 67 -2606
-23 -51 -94 -73 -68 -62 -15 4 33 34 19 59 64 49 67 58 1380
-51 -94 -73 -68 -62 -15 4 33 34 19 59 64 49 67 58 68 5743
-94 -73 -68 -62 -15 4 33 34 19 59 64 49 67 58 68 31 9787
-73 -68 -62 -15 4 33 34 19 59 64 49 67 58 68 31 -31 12435
-68 -62 -15 4 33 34 19 59 64 49 67 58 68 31 -31 -8 13223
-62 -15 4 33 34 19 59 64 49 67 58 68 31 -31 -8 -42 13223
-15 4 33 34 19 59 64 49 67 58 68 31 -31 -8 -42 -42 12241
4 33 34 19 59 64 49 67 58 68 31 -31 -8 -42 -42 -66 10819
33 34 19 59 64 49 67 58 68 31 -31 -8 -42 -42 -66 -67 7717
34 19 59 64 49 67 58 68 31 -31 -8 -42 -42 -66 -67 -56 4569
19 59 64 49 67 58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 1476
59 64 49 67 58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -4137
64 49 67 58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -8314
49 67 58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 -10472
67 58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 -12872
58 68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 -13436
68 31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 51 -13724
31 -31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 51 57 -10686
-31 -8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 51 57 68 -7401
-8 -42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 51 57 68 45 -4272
-42 -42 -66 -67 -56 -82 -7 -7 -22 46 25 51 57 68 45 23 864
-42 -66 -67 -56 -82 -7 -7 -22 46 25 51 57 68 45 23 24 5531
-66 -67 -56 -82 -7 -7 -22 46 25 51 57 68 45 23 24 4 9443
-67 -56 -82 -7 -7 -22 46 25 51 57 68 45 23 24 4 -19 12165
-56 -82 -7 -7 -22 46 25 51 57 68 45 23 24 4 -19 -27 12799
-82 -7 -7 -22 46 25 51 57 68 45 23 24 4 -19 -27 -22 12547
-7 -7 -22 46 25 51 57 68 45 23 24 4 -19 -27 -22 2 10445
-7 -22 46 25 51 57 68 45 23 24 4 -19 -27 -22 2 -74 8937
-22 46 25 51 57 68 45 23 24 4 -19 -27 -22 2 -74 -53 6179
46 25 51 57 68 45 23 24 4 -19 -27 -22 2 -74 -53 -29 2036
25 51 57 68 45 23 24 4 -19 -27 -22 2 -74 -53 -29 -55 -937
51 57 68 45 23 24 4 -19 -27 -22 2 -74 -53 -29 -55 -35 -5597
