22 29 36 36 36 58 29 58 15 15 7 7 -36 -15 -22 -15 4277
29 36 36 36 58 29 58 15 15 7 7 -36 -15 -22 -15 -44 2213
36 36 36 58 29 58 15 15 7 7 -36 -15 -22 -15 -44 -44 317
36 36 58 29 58 15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -812
36 58 29 58 15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -2541
58 29 58 15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 -5369
29 58 15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 -7261
58 15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 -7714
15 15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 15 -7597
15 7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 15 51 -7448
7 7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 15 51 36 -6350
7 -36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 15 51 36 22 -4762
-36 -15 -22 -15 -44 -44 -44 -7 -22 29 0 15 51 36 22 51 -2621
-15 -22 -15 -44 -44 -44 -7 -22 29 0 15 51 36 22 51 0 435
-22 -15 -44 -44 -44 -7 -22 29 0 15 51 36 22 51 0 7 3739
-15 -44 -44 -44 -7 -22 29 0 15 51 36 22 51 0 7 22 5079
-44 -44 -44 -7 -22 29 0 15 51 36 22 51 0 7 22 -29 6619
-44 -44 -7 -22 29 0 15 51 36 22 51 0 7 22 -29 7 7473
-44 -7 -22 29 0 15 51 36 22 51 0 7 22 -29 7 0 7811
-7 -22 29 0 15 51 36 22 51 0 7 22 -29 7 0 -44 6689
-22 29 0 15 51 36 22 51 0 7 22 -29 7 0 -44 -36 5465
29 0 15 51 36 22 51 0 7 22 -29 7 0 -44 -36 -22 3077
0 15 51 36 22 51 0 7 22 -29 7 0 -44 -36 -22 -51 1421
15 51 36 22 51 0 7 22 -29 7 0 -44 -36 -22 -51 -22 -895
51 36 22 51 0 7 22 -29 7 0 -44 -36 -22 -51 -22 -36 -2703
36 22 51 0 7 22 -29 7 0 -44 -36 -22 -51 -22 -36 -36 -3846
22 51 0 7 22 -29 7 0 -44 -36 -22 -51 -22 -36 -36 29 -6793
51 0 7 22 -29 7 0 -44 -36 -22 -51 -22 -36 -36 29 51 -7974
