8 -5 37 76 40 65 89 55 58 44 36 5 -3 -24 -2 25 1400511
-5 37 76 40 65 89 55 58 44 36 5 -3 -24 -2 25 -34 1191032
37 76 40 65 89 55 58 44 36 5 -3 -24 -2 25 -34 -32 813330
76 40 65 89 55 58 44 36 5 -3 -24 -2 25 -34 -32 -36 265680
40 65 89 55 58 44 36 5 -3 -24 -2 25 -34 -32 -36 -35 100954
65 89 55 58 44 36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 -386860
89 55 58 44 36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 -954940
55 58 44 36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 60 -1047553
58 44 36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 60 23 -1634575
44 36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 60 23 35 -1665035
36 5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 60 23 35 38 -1307576
5 -3 -24 -2 25 -34 -32 -36 -35 -7 11 60 23 35 38 18 -923293
-3 -24 -2 25 -34 -32 -36 -35 -7 11 60 23 35 38 18 37 -282464
-24 -2 25 -34 -32 -36 -35 -7 11 60 23 35 38 18 37 7 262979
-2 25 -34 -32 -36 -35 -7 11 60 23 35 38 18 37 7 31 873409
25 -34 -32 -36 -35 -7 11 60 23 35 38 18 37 7 31 -20 1227535
-34 -32 -36 -35 -7 11 60 23 35 38 18 37 7 31 -20 18 1549811
-32 -36 -35 -7 11 60 23 35 38 18 37 7 31 -20 18 1 1588776
-36 -35 -7 11 60 23 35 38 18 37 7 31 -20 18 1 -22 1603004
-35 -7 11 60 23 35 38 18 37 7 31 -20 18 1 -22 -11 1384033
-7 11 60 23 35 38 18 37 7 31 -20 18 1 -22 -11 -46 1206154
11 60 23 35 38 18 37 7 31 -20 18 1 -22 -11 -46 -58 608411
60 23 35 38 18 37 7 31 -20 18 1 -22 -11 -46 -58 -6 102421
23 35 38 18 37 7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -56879
35 38 18 37 7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 -784599
38 18 37 7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 33 -1304058
18 37 7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 33 10 -1439578
37 7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 33 10 25 -1711400
7 31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 33 10 25 18 -1561700
31 -20 18 1 -22 -11 -46 -58 -6 -14 -6 33 10 25 18 2 -1308980
-20 18 1 -22 -11 -46 -58 -6 -14 -6 33 10 25 18 2 30 -927540
18 1 -22 -11 -46 -58 -6 -14 -6 33 10 25 18 2 30 27 -545919
1 -22 -11 -46 -58 -6 -14 -6 33 10 25 18 2 30 27 -5 327647
-22 -11 -46 -58 -6 -14 -6 33 10 25 18 2 30 27 -5 -6 960766
-11 -46 -58 -6 -14 -6 33 10 25 18 2 30 27 -5 -6 8 1298212
-46 -58 -6 -14 -6 33 10 25 18 2 30 27 -5 -6 8 -1 1629714
-58 -6 -14 -6 33 10 25 18 2 30 27 -5 -6 8 -1 -21 1509484
-6 -14 -6 33 10 25 18 2 30 27 -5 -6 8 -1 -21 -43 1378356
-14 -6 33 10 25 18 2 30 27 -5 -6 8 -1 -21 -43 -5 1016479
-6 33 10 25 18 2 30 27 -5 -6 8 -1 -21 -43 -5 -4 450894
33 10 25 18 2 30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 22800
10 25 18 2 30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -297307
25 18 2 30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -800451
18 2 30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -970870
2 30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -1175335
30 27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 -1357179
27 -5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 -1488024
-5 -6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 -1340586
-6 8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 20 -1328628
8 -1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 20 9 -1257357
-1 -21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 20 9 43 -1108376
-21 -43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 20 9 43 45 -704250
-43 -5 -4 -32 -11 -3 -25 -21 -11 5 1 20 9 43 45 37 -438851
-5 -4 -32 -11 -3 -25 -21 -11 5 1 20 9 43 45 37 -16 24629
-4 -32 -11 -3 -25 -21 -11 5 1 20 9 43 45 37 -16 35 484572
-32 -11 -3 -25 -21 -11 5 1 20 9 43 45 37 -16 35 32 861717
-11 -3 -25 -21 -11 5 1 20 9 43 45 37 -16 35 32 -7 1169992
-3 -25 -21 -11 5 1 20 9 43 45 37 -16 35 32 -7 -9 1593655
-25 -21 -11 5 1 20 9 43 45 37 -16 35 32 -7 -9 -41 1613037
-21 -11 5 1 20 9 43 45 37 -16 35 32 -7 -9 -41 -44 1463401
-11 5 1 20 9 43 45 37 -16 35 32 -7 -9 -41 -44 -23 1208150
5 1 20 9 43 45 37 -16 35 32 -7 -9 -41 -44 -23 -11 922957
1 20 9 43 45 37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 337934
20 9 43 45 37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -164556
9 43 45 37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -639278
43 45 37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -1164273
45 37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 -1231853
37 -16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 -1426215
-16 35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 -1596367
35 32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 27 -1671914
32 -7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 27 38 -1379528
-7 -9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 27 38 32 -1002413
-9 -41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 27 38 32 3 -465838
-41 -44 -23 -11 -7 -29 -25 -22 -30 22 13 27 38 32 3 12 167834
-44 -23 -11 -7 -29 -25 -22 -30 22 13 27 38 32 3 12 -4 585085
-23 -11 -7 -29 -25 -22 -30 22 13 27 38 32 3 12 -4 -18 1037937
